MORGE Maxime;MANCARELLA Paolo;2010
WU Xiaohang;LIU Zhenzhen;2019
WU Xiaohang;LAI Weiyi;2019
WU Xiaohang;ZHANG Kai;2019
WU Xiaohang;LIN Duoru;2019
WU Xiaohang;CHEN Kexin;2019
WU Xiaohang;YU Tongyong;2019
WU Xiaohang;WU Dongxuan;2019
WU Xiaohang;LI Cong;2019
WU Xiaohang;CHEN Chuan;2019
WU Xiaohang;ZHU Yi;2019
WU Xiaohang;LIN Haotian;2019
CHEN Lijian;LIU Zhenzhen;2019
CHEN Lijian;LAI Weiyi;2019
CHEN Lijian;ZHANG Kai;2019
CHEN Lijian;LIN Duoru;2019
CHEN Lijian;CHEN Kexin;2019
CHEN Lijian;YU Tongyong;2019
CHEN Lijian;WU Dongxuan;2019
CHEN Lijian;LI Cong;2019
CHEN Lijian;CHEN Chuan;2019
CHEN Lijian;ZHU Yi;2019
CHEN Lijian;LIN Haotian;2019
LIU Zhenzhen;LAI Weiyi;2019
LIU Zhenzhen;ZHANG Kai;2019
LIU Zhenzhen;LIN Duoru;2019
LIU Zhenzhen;CHEN Kexin;2019
LIU Zhenzhen;YU Tongyong;2019
LIU Zhenzhen;WU Dongxuan;2019
LIU Zhenzhen;LI Cong;2019
LIU Zhenzhen;CHEN Chuan;2019
LIU Zhenzhen;ZHU Yi;2019
LIU Zhenzhen;LIN Haotian;2019
LAI Weiyi;ZHANG Kai;2019
LAI Weiyi;LIN Duoru;2019
LAI Weiyi;CHEN Kexin;2019
LAI Weiyi;YU Tongyong;2019
LAI Weiyi;WU Dongxuan;2019
LAI Weiyi;LI Cong;2019
LAI Weiyi;CHEN Chuan;2019
LAI Weiyi;ZHU Yi;2019
LAI Weiyi;LIN Haotian;2019
ZHANG Kai;LIN Duoru;2019
ZHANG Kai;CHEN Kexin;2019
ZHANG Kai;YU Tongyong;2019
ZHANG Kai;WU Dongxuan;2019
ZHANG Kai;LI Cong;2019
ZHANG Kai;CHEN Chuan;2019
ZHANG Kai;ZHU Yi;2019
LIN Haotian;ZHANG Kai;2019
LIN Duoru;CHEN Kexin;2019
LIN Duoru;YU Tongyong;2019
LIN Duoru;WU Dongxuan;2019
LIN Duoru;LI Cong;2019
LIN Duoru;CHEN Chuan;2019
LIN Duoru;ZHU Yi;2019
LIN Duoru;LIN Haotian;2019
CHEN Kexin;YU Tongyong;2019
CHEN Kexin;WU Dongxuan;2019
CHEN Kexin;LI Cong;2019
CHEN Kexin;CHEN Chuan;2019
CHEN Kexin;ZHU Yi;2019
CHEN Kexin;LIN Haotian;2019
YU Tongyong;WU Dongxuan;2019
YU Tongyong;LI Cong;2019
YU Tongyong;CHEN Chuan;2019
YU Tongyong;ZHU Yi;2019
YU Tongyong;LIN Haotian;2019
WU Dongxuan;LI Cong;2019
WU Dongxuan;CHEN Chuan;2019
WU Dongxuan;ZHU Yi;2019
WU Dongxuan;LIN Haotian;2019
LI Cong;CHEN Chuan;2019
LI Cong;ZHU Yi;2019
LI Cong;LIN Haotian;2019
CHEN Chuan;ZHU Yi;2019
CHEN Chuan;LIN Haotian;2019
ZHU Yi;LIN Haotian;2019
WU Yue;WANG Fenghua;2019
WU Yue;XIAO Sa;2019
WU Yue;KIHARA Yuka;2019
WU Yue;SPAIDE Ted;2019
WU Yue;LEE Cecilia S.;2019
WU Yue;LEE Aaron Y.;2019
WANG Fenghua;XIAO Sa;2019
WANG Fenghua;KIHARA Yuka;2019
WANG Fenghua;SPAIDE Ted;2019
WANG Fenghua;LEE Cecilia S.;2019
WANG Fenghua;LEE Aaron Y.;2019
XIAO Sa;KIHARA Yuka;2019
XIAO Sa;SPAIDE Ted;2019
XIAO Sa;LEE Cecilia S.;2019
XIAO Sa;LEE Aaron Y.;2019
KIHARA Yuka;SPAIDE Ted;2019
KIHARA Yuka;LEE Cecilia S.;2019
KIHARA Yuka;LEE Aaron Y.;2019
SPAIDE Ted;LEE Cecilia S.;2019
SPAIDE Ted;LEE Aaron Y.;2019
LEE Cecilia S.;LEE Aaron Y.;2019
YOUSEFI Siamak;ELZE Tobias;2019
YOUSEFI Siamak;PASQUALE Louis;2019
YOUSEFI Siamak;BOLAND Michael V.;2019
ELZE Tobias;PASQUALE Louis;2019
ELZE Tobias;BOLAND Michael V.;2019
PASQUALE Louis;BOLAND Michael V.;2019
BARRIGA E. Simon;BENSON Jeremy;2019
BARRIGA E. Simon;ZAMORA Gilberto;2019
BARRIGA E. Simon;LOZANO Javier;2019
BARRIGA E. Simon;NEMETH Sheila C.;2019
BARRIGA E. Simon;SOLIZ Peter;2019
BENSON Jeremy;ZAMORA Gilberto;2019
BENSON Jeremy;LOZANO Javier;2019
BENSON Jeremy;NEMETH Sheila C.;2019
BENSON Jeremy;SOLIZ Peter;2019
ZAMORA Gilberto;LOZANO Javier;2019
ZAMORA Gilberto;NEMETH Sheila C.;2019
ZAMORA Gilberto;SOLIZ Peter;2019
LOZANO Javier;NEMETH Sheila C.;2019
LOZANO Javier;SOLIZ Peter;2019
NEMETH Sheila C.;SOLIZ Peter;2019
DEBELLEMANIERE Guillaume;CRAHAY Francois-Xavier;2019
DEBELLEMANIERE Guillaume;RAMPAT Radhika;2019
DEBELLEMANIERE Guillaume;SAAD Alain;2019
DEBELLEMANIERE Guillaume;GATINEL Damien;2019
CRAHAY Francois-Xavier;RAMPAT Radhika;2019
CRAHAY Francois-Xavier;SAAD Alain;2019
CRAHAY Francois-Xavier;GATINEL Damien;2019
RAMPAT Radhika;SAAD Alain;2019
RAMPAT Radhika;GATINEL Damien;2019
SAAD Alain;GATINEL Damien;2019
DEBELLEMANIERE Guillaume;GATINEL Damien;2019
RAMPAT Radhika;GATINEL Damien;2019
GATINEL Damien;MALET Jacques;2019
DEBELLEMANIERE Guillaume;RAMPAT Radhika;2019
DEBELLEMANIERE Guillaume;MALET Jacques;2019
RAMPAT Radhika;MALET Jacques;2019
NEZU Naoya;USUI Yoshihiko;2019
NEZU Naoya;ASAKAGE Masaki;2019
NEZU Naoya;SHIMIZU Hiroyuki;2019
NEZU Naoya;OGAWA Marina;2019
NEZU Naoya;YAMAKAWA Naoyuki;2019
NEZU Naoya;YANAGIDA Chihiro;2019
NEZU Naoya;TSUBOTA Kinya;2019
NEZU Naoya;NARIMATSU Akitomo;2019
NEZU Naoya;MARUYAMA Katsuhiko;2019
NEZU Naoya;SAITO Akira;2019
NEZU Naoya;KURODA Masahiko;2019
NEZU Naoya;GOTO Hiroshi;2019
USUI Yoshihiko;ASAKAGE Masaki;2019
USUI Yoshihiko;SHIMIZU Hiroyuki;2019
USUI Yoshihiko;OGAWA Marina;2019
USUI Yoshihiko;YAMAKAWA Naoyuki;2019
USUI Yoshihiko;YANAGIDA Chihiro;2019
USUI Yoshihiko;TSUBOTA Kinya;2019
USUI Yoshihiko;NARIMATSU Akitomo;2019
USUI Yoshihiko;MARUYAMA Katsuhiko;2019
USUI Yoshihiko;SAITO Akira;2019
USUI Yoshihiko;KURODA Masahiko;2019
USUI Yoshihiko;GOTO Hiroshi;2019
ASAKAGE Masaki;SHIMIZU Hiroyuki;2019
ASAKAGE Masaki;OGAWA Marina;2019
ASAKAGE Masaki;YAMAKAWA Naoyuki;2019
ASAKAGE Masaki;YANAGIDA Chihiro;2019
ASAKAGE Masaki;TSUBOTA Kinya;2019
ASAKAGE Masaki;NARIMATSU Akitomo;2019
ASAKAGE Masaki;MARUYAMA Katsuhiko;2019
ASAKAGE Masaki;SAITO Akira;2019
ASAKAGE Masaki;KURODA Masahiko;2019
ASAKAGE Masaki;GOTO Hiroshi;2019
SHIMIZU Hiroyuki;OGAWA Marina;2019
SHIMIZU Hiroyuki;YAMAKAWA Naoyuki;2019
SHIMIZU Hiroyuki;YANAGIDA Chihiro;2019
SHIMIZU Hiroyuki;TSUBOTA Kinya;2019
SHIMIZU Hiroyuki;NARIMATSU Akitomo;2019
SHIMIZU Hiroyuki;MARUYAMA Katsuhiko;2019
SHIMIZU Hiroyuki;SAITO Akira;2019
SHIMIZU Hiroyuki;KURODA Masahiko;2019
SHIMIZU Hiroyuki;GOTO Hiroshi;2019
OGAWA Marina;YAMAKAWA Naoyuki;2019
OGAWA Marina;YANAGIDA Chihiro;2019
OGAWA Marina;TSUBOTA Kinya;2019
OGAWA Marina;NARIMATSU Akitomo;2019
OGAWA Marina;MARUYAMA Katsuhiko;2019
OGAWA Marina;SAITO Akira;2019
OGAWA Marina;KURODA Masahiko;2019
OGAWA Marina;GOTO Hiroshi;2019
YAMAKAWA Naoyuki;YANAGIDA Chihiro;2019
YAMAKAWA Naoyuki;TSUBOTA Kinya;2019
YAMAKAWA Naoyuki;NARIMATSU Akitomo;2019
YAMAKAWA Naoyuki;MARUYAMA Katsuhiko;2019
YAMAKAWA Naoyuki;SAITO Akira;2019
YAMAKAWA Naoyuki;KURODA Masahiko;2019
YAMAKAWA Naoyuki;GOTO Hiroshi;2019
YANAGIDA Chihiro;TSUBOTA Kinya;2019
YANAGIDA Chihiro;NARIMATSU Akitomo;2019
YANAGIDA Chihiro;MARUYAMA Katsuhiko;2019
YANAGIDA Chihiro;SAITO Akira;2019
YANAGIDA Chihiro;KURODA Masahiko;2019
YANAGIDA Chihiro;GOTO Hiroshi;2019
TSUBOTA Kinya;NARIMATSU Akitomo;2019
TSUBOTA Kinya;MARUYAMA Katsuhiko;2019
TSUBOTA Kinya;SAITO Akira;2019
TSUBOTA Kinya;KURODA Masahiko;2019
TSUBOTA Kinya;GOTO Hiroshi;2019
NARIMATSU Akitomo;MARUYAMA Katsuhiko;2019
NARIMATSU Akitomo;SAITO Akira;2019
NARIMATSU Akitomo;KURODA Masahiko;2019
NARIMATSU Akitomo;GOTO Hiroshi;2019
MARUYAMA Katsuhiko;SAITO Akira;2019
MARUYAMA Katsuhiko;KURODA Masahiko;2019
MARUYAMA Katsuhiko;GOTO Hiroshi;2019
SAITO Akira;KURODA Masahiko;2019
SAITO Akira;GOTO Hiroshi;2019
KURODA Masahiko;GOTO Hiroshi;2019
VUPPARABOINA Kiran Kumar;VEDULA Sai Narsimha;2019
VUPPARABOINA Kiran Kumar;AITHU Snehith;2019
VUPPARABOINA Kiran Kumar;BIN BASHAR Sarforaz;2019
VUPPARABOINA Kiran Kumar;CHALLA Kiran;2019
VUPPARABOINA Kiran Kumar;LOOMBA Abhinav;2019
VUPPARABOINA Kiran Kumar;TANEJA Mukesh;2019
VUPPARABOINA Kiran Kumar;CHANNAPAYYA Sumohana;2019
VUPPARABOINA Kiran Kumar;RICHHARIYA Ashutosh;2019
VEDULA Sai Narsimha;AITHU Snehith;2019
VEDULA Sai Narsimha;BIN BASHAR Sarforaz;2019
VEDULA Sai Narsimha;CHALLA Kiran;2019
VEDULA Sai Narsimha;LOOMBA Abhinav;2019
VEDULA Sai Narsimha;TANEJA Mukesh;2019
VEDULA Sai Narsimha;CHANNAPAYYA Sumohana;2019
VEDULA Sai Narsimha;RICHHARIYA Ashutosh;2019
AITHU Snehith;BIN BASHAR Sarforaz;2019
AITHU Snehith;CHALLA Kiran;2019
AITHU Snehith;LOOMBA Abhinav;2019
AITHU Snehith;TANEJA Mukesh;2019
AITHU Snehith;CHANNAPAYYA Sumohana;2019
AITHU Snehith;RICHHARIYA Ashutosh;2019
BIN BASHAR Sarforaz;CHALLA Kiran;2019
BIN BASHAR Sarforaz;LOOMBA Abhinav;2019
BIN BASHAR Sarforaz;TANEJA Mukesh;2019
BIN BASHAR Sarforaz;CHANNAPAYYA Sumohana;2019
BIN BASHAR Sarforaz;RICHHARIYA Ashutosh;2019
CHALLA Kiran;LOOMBA Abhinav;2019
CHALLA Kiran;TANEJA Mukesh;2019
CHALLA Kiran;CHANNAPAYYA Sumohana;2019
CHALLA Kiran;RICHHARIYA Ashutosh;2019
LOOMBA Abhinav;TANEJA Mukesh;2019
LOOMBA Abhinav;CHANNAPAYYA Sumohana;2019
LOOMBA Abhinav;RICHHARIYA Ashutosh;2019
TANEJA Mukesh;CHANNAPAYYA Sumohana;2019
TANEJA Mukesh;RICHHARIYA Ashutosh;2019
CHANNAPAYYA Sumohana;RICHHARIYA Ashutosh;2019
XIE Yuchen; Quang Nguyen;2019
BELLEMO Valentina;XIE Yuchen;2019
XIE Yuchen;YIP Michelle Y. T.;2019
XIE Yuchen;LEE Xin Qi;2019
XIE Yuchen;HAMZAH Haslina;2019
LIM Gilbert;XIE Yuchen;2019
XIE Yuchen;HSU Wynne;2019
XIE Yuchen;LEE Mong Li;2019
XIE Yuchen;WANG Jie Jin;2019
XIE Yuchen;CHENG Ching-Yu;2019
XIE Yuchen;FINKELSTEIN Eric Andrew;2019
XIE Yuchen;LAMOUREUX Ecosse Luc;2019
XIE Yuchen;TAN Gavin Siew Wei;2019
XIE Yuchen;WONG Tien Yin;2019
XIE Yuchen;TING Daniel S. W.;2019
 Quang Nguyen;BELLEMO Valentina;2019
 Quang Nguyen;YIP Michelle Y. T.;2019
 Quang Nguyen;LEE Xin Qi;2019
 Quang Nguyen;HAMZAH Haslina;2019
 Quang Nguyen;LIM Gilbert;2019
 Quang Nguyen;HSU Wynne;2019
 Quang Nguyen;LEE Mong Li;2019
 Quang Nguyen;WANG Jie Jin;2019
 Quang Nguyen;CHENG Ching-Yu;2019
 Quang Nguyen;FINKELSTEIN Eric Andrew;2019
 Quang Nguyen;LAMOUREUX Ecosse Luc;2019
 Quang Nguyen;TAN Gavin Siew Wei;2019
 Quang Nguyen;WONG Tien Yin;2019
TING Daniel S. W.; Quang Nguyen;2019
BELLEMO Valentina;YIP Michelle Y. T.;2019
BELLEMO Valentina;LEE Xin Qi;2019
BELLEMO Valentina;HAMZAH Haslina;2019
BELLEMO Valentina;LIM Gilbert;2019
BELLEMO Valentina;HSU Wynne;2019
BELLEMO Valentina;LEE Mong Li;2019
BELLEMO Valentina;WANG Jie Jin;2019
BELLEMO Valentina;CHENG Ching-Yu;2019
BELLEMO Valentina;FINKELSTEIN Eric Andrew;2019
BELLEMO Valentina;LAMOUREUX Ecosse Luc;2019
BELLEMO Valentina;TAN Gavin Siew Wei;2019
BELLEMO Valentina;WONG Tien Yin;2019
BELLEMO Valentina;TING Daniel S. W.;2019
YIP Michelle Y. T.;LEE Xin Qi;2019
YIP Michelle Y. T.;HAMZAH Haslina;2019
LIM Gilbert;YIP Michelle Y. T.;2019
YIP Michelle Y. T.;HSU Wynne;2019
YIP Michelle Y. T.;LEE Mong Li;2019
YIP Michelle Y. T.;WANG Jie Jin;2019
YIP Michelle Y. T.;CHENG Ching-Yu;2019
YIP Michelle Y. T.;FINKELSTEIN Eric Andrew;2019
YIP Michelle Y. T.;LAMOUREUX Ecosse Luc;2019
YIP Michelle Y. T.;TAN Gavin Siew Wei;2019
YIP Michelle Y. T.;WONG Tien Yin;2019
YIP Michelle Y. T.;TING Daniel S. W.;2019
LEE Xin Qi;HAMZAH Haslina;2019
LEE Xin Qi;LIM Gilbert;2019
LEE Xin Qi;HSU Wynne;2019
LEE Xin Qi;LEE Mong Li;2019
LEE Xin Qi;WANG Jie Jin;2019
LEE Xin Qi;CHENG Ching-Yu;2019
LEE Xin Qi;FINKELSTEIN Eric Andrew;2019
LEE Xin Qi;LAMOUREUX Ecosse Luc;2019
LEE Xin Qi;TAN Gavin Siew Wei;2019
LEE Xin Qi;WONG Tien Yin;2019
LEE Xin Qi;TING Daniel S. W.;2019
LIM Gilbert;HAMZAH Haslina;2019
HAMZAH Haslina;HSU Wynne;2019
HAMZAH Haslina;LEE Mong Li;2019
HAMZAH Haslina;WANG Jie Jin;2019
HAMZAH Haslina;CHENG Ching-Yu;2019
HAMZAH Haslina;FINKELSTEIN Eric Andrew;2019
HAMZAH Haslina;LAMOUREUX Ecosse Luc;2019
HAMZAH Haslina;TAN Gavin Siew Wei;2019
HAMZAH Haslina;WONG Tien Yin;2019
HAMZAH Haslina;TING Daniel S. W.;2019
LIM Gilbert;HSU Wynne;2019
LIM Gilbert;LEE Mong Li;2019
LIM Gilbert;WANG Jie Jin;2019
LIM Gilbert;CHENG Ching-Yu;2019
LIM Gilbert;FINKELSTEIN Eric Andrew;2019
LIM Gilbert;LAMOUREUX Ecosse Luc;2019
LIM Gilbert;TAN Gavin Siew Wei;2019
LIM Gilbert;WONG Tien Yin;2019
LIM Gilbert;TING Daniel S. W.;2019
HSU Wynne;LEE Mong Li;2019
HSU Wynne;WANG Jie Jin;2019
CHENG Ching-Yu;HSU Wynne;2019
HSU Wynne;FINKELSTEIN Eric Andrew;2019
HSU Wynne;LAMOUREUX Ecosse Luc;2019
HSU Wynne;TAN Gavin Siew Wei;2019
HSU Wynne;WONG Tien Yin;2019
HSU Wynne;TING Daniel S. W.;2019
LEE Mong Li;WANG Jie Jin;2019
LEE Mong Li;CHENG Ching-Yu;2019
LEE Mong Li;FINKELSTEIN Eric Andrew;2019
LEE Mong Li;LAMOUREUX Ecosse Luc;2019
LEE Mong Li;TAN Gavin Siew Wei;2019
LEE Mong Li;WONG Tien Yin;2019
LEE Mong Li;TING Daniel S. W.;2019
WANG Jie Jin;CHENG Ching-Yu;2019
WANG Jie Jin;FINKELSTEIN Eric Andrew;2019
WANG Jie Jin;LAMOUREUX Ecosse Luc;2019
WANG Jie Jin;TAN Gavin Siew Wei;2019
WANG Jie Jin;WONG Tien Yin;2019
WANG Jie Jin;TING Daniel S. W.;2019
CHENG Ching-Yu;FINKELSTEIN Eric Andrew;2019
CHENG Ching-Yu;LAMOUREUX Ecosse Luc;2019
CHENG Ching-Yu;TAN Gavin Siew Wei;2019
CHENG Ching-Yu;WONG Tien Yin;2019
TING Daniel S. W.;CHENG Ching-Yu;2019
FINKELSTEIN Eric Andrew;LAMOUREUX Ecosse Luc;2019
FINKELSTEIN Eric Andrew;TAN Gavin Siew Wei;2019
FINKELSTEIN Eric Andrew;WONG Tien Yin;2019
FINKELSTEIN Eric Andrew;TING Daniel S. W.;2019
LAMOUREUX Ecosse Luc;TAN Gavin Siew Wei;2019
LAMOUREUX Ecosse Luc;WONG Tien Yin;2019
LAMOUREUX Ecosse Luc;TING Daniel S. W.;2019
TAN Gavin Siew Wei;WONG Tien Yin;2019
TAN Gavin Siew Wei;TING Daniel S. W.;2019
TING Daniel S. W.;WONG Tien Yin;2019
AFSHAR M.;BICHAT Francis;2019
AFSHAR M.;DUCHAMP Olivier;2019
AFSHAR M.;ETCHETO A.;2019
AFSHAR M.;FRANCE Damien;2019
AFSHAR M.;KINDERMANS M.;2019
AFSHAR M.;MIGNARD Caroline;2019
AFSHAR M.;PARMENTIER F.;2019
AFSHAR M.;RATSIMA Hery;2019
BICHAT Francis;DUCHAMP Olivier;2019
BICHAT Francis;ETCHETO A.;2019
BICHAT Francis;FRANCE Damien;2019
BICHAT Francis;KINDERMANS M.;2019
BICHAT Francis;MIGNARD Caroline;2019
BICHAT Francis;PARMENTIER F.;2019
BICHAT Francis;RATSIMA Hery;2019
DUCHAMP Olivier;ETCHETO A.;2019
DUCHAMP Olivier;FRANCE Damien;2019
DUCHAMP Olivier;KINDERMANS M.;2019
DUCHAMP Olivier;MIGNARD Caroline;2019
DUCHAMP Olivier;PARMENTIER F.;2019
DUCHAMP Olivier;RATSIMA Hery;2019
ETCHETO A.;FRANCE Damien;2019
ETCHETO A.;KINDERMANS M.;2019
ETCHETO A.;MIGNARD Caroline;2019
ETCHETO A.;PARMENTIER F.;2019
ETCHETO A.;RATSIMA Hery;2019
FRANCE Damien;KINDERMANS M.;2019
FRANCE Damien;MIGNARD Caroline;2019
FRANCE Damien;PARMENTIER F.;2019
FRANCE Damien;RATSIMA Hery;2019
KINDERMANS M.;MIGNARD Caroline;2019
KINDERMANS M.;PARMENTIER F.;2019
KINDERMANS M.;RATSIMA Hery;2019
MIGNARD Caroline;PARMENTIER F.;2019
MIGNARD Caroline;RATSIMA Hery;2019
PARMENTIER F.;RATSIMA Hery;2019
ALDERDICE Matthew;CRAIG Stephanie;2019
ALDERDICE Matthew;HUMPHRIES Matt;2019
ALDERDICE Matthew;GILMORE Alan;2019
ALDERDICE Matthew;BINGHAM Victoria;2019
ALDERDICE Matthew;JOHNSTON Nicole;2019
ALDERDICE Matthew;MCQUAID Stephen;2019
ALDERDICE Matthew;SALTO-TELLEZ Manuel;2019
ALDERDICE Matthew;LAWLER Mark;2019
ALDERDICE Matthew;MCART Darragh G.;2019
CRAIG Stephanie;HUMPHRIES Matt;2019
CRAIG Stephanie;GILMORE Alan;2019
CRAIG Stephanie;BINGHAM Victoria;2019
CRAIG Stephanie;JOHNSTON Nicole;2019
CRAIG Stephanie;MCQUAID Stephen;2019
CRAIG Stephanie;SALTO-TELLEZ Manuel;2019
CRAIG Stephanie;LAWLER Mark;2019
CRAIG Stephanie;MCART Darragh G.;2019
HUMPHRIES Matt;GILMORE Alan;2019
HUMPHRIES Matt;BINGHAM Victoria;2019
HUMPHRIES Matt;JOHNSTON Nicole;2019
HUMPHRIES Matt;MCQUAID Stephen;2019
HUMPHRIES Matt;SALTO-TELLEZ Manuel;2019
HUMPHRIES Matt;LAWLER Mark;2019
HUMPHRIES Matt;MCART Darragh G.;2019
GILMORE Alan;BINGHAM Victoria;2019
GILMORE Alan;JOHNSTON Nicole;2019
GILMORE Alan;MCQUAID Stephen;2019
GILMORE Alan;SALTO-TELLEZ Manuel;2019
GILMORE Alan;LAWLER Mark;2019
GILMORE Alan;MCART Darragh G.;2019
BINGHAM Victoria;JOHNSTON Nicole;2019
BINGHAM Victoria;MCQUAID Stephen;2019
BINGHAM Victoria;SALTO-TELLEZ Manuel;2019
BINGHAM Victoria;LAWLER Mark;2019
BINGHAM Victoria;MCART Darragh G.;2019
JOHNSTON Nicole;MCQUAID Stephen;2019
JOHNSTON Nicole;SALTO-TELLEZ Manuel;2019
JOHNSTON Nicole;LAWLER Mark;2019
JOHNSTON Nicole;MCART Darragh G.;2019
MCQUAID Stephen;SALTO-TELLEZ Manuel;2019
MCQUAID Stephen;LAWLER Mark;2019
MCQUAID Stephen;MCART Darragh G.;2019
SALTO-TELLEZ Manuel;LAWLER Mark;2019
SALTO-TELLEZ Manuel;MCART Darragh G.;2019
LAWLER Mark;MCART Darragh G.;2019
GRUND Eric Michael;KIEBISH Michael A.;2019
GRUND Eric Michael;AKMAEV Viatcheslav R.;2019
GRUND Eric Michael;SARANGARAJAN Rangaprasad;2019
GRUND Eric Michael;CROWLEY John J.;2019
GRUND Eric Michael;STOLL-D'ASTICE Amy;2019
GRUND Eric Michael;SINGER Tori;2019
GRUND Eric Michael;DECICCO Corinne;2019
GRUND Eric Michael;HORI Wendy;2019
GRUND Eric Michael;DARKWAH Abena;2019
GRUND Eric Michael;ZHANG Lixia;2019
GRUND Eric Michael;BUSSBERG Valerie;2019
GRUND Eric Michael;RODRIGUES Leonardo O.;2019
GRUND Eric Michael;CHEN Emily Y.;2019
GRUND Eric Michael;DRAGOVICH Tomislav;2019
GRUND Eric Michael;HIDALGO Manuel;2019
GRUND Eric Michael;NARAIN Niven R.;2019
GRUND Eric Michael;MOSER A. James;2019
KIEBISH Michael A.;AKMAEV Viatcheslav R.;2019
KIEBISH Michael A.;SARANGARAJAN Rangaprasad;2019
KIEBISH Michael A.;CROWLEY John J.;2019
KIEBISH Michael A.;STOLL-D'ASTICE Amy;2019
KIEBISH Michael A.;SINGER Tori;2019
KIEBISH Michael A.;DECICCO Corinne;2019
KIEBISH Michael A.;HORI Wendy;2019
KIEBISH Michael A.;DARKWAH Abena;2019
KIEBISH Michael A.;ZHANG Lixia;2019
KIEBISH Michael A.;BUSSBERG Valerie;2019
KIEBISH Michael A.;RODRIGUES Leonardo O.;2019
KIEBISH Michael A.;CHEN Emily Y.;2019
KIEBISH Michael A.;DRAGOVICH Tomislav;2019
KIEBISH Michael A.;HIDALGO Manuel;2019
KIEBISH Michael A.;NARAIN Niven R.;2019
KIEBISH Michael A.;MOSER A. James;2019
AKMAEV Viatcheslav R.;SARANGARAJAN Rangaprasad;2019
AKMAEV Viatcheslav R.;CROWLEY John J.;2019
AKMAEV Viatcheslav R.;STOLL-D'ASTICE Amy;2019
AKMAEV Viatcheslav R.;SINGER Tori;2019
AKMAEV Viatcheslav R.;DECICCO Corinne;2019
AKMAEV Viatcheslav R.;HORI Wendy;2019
AKMAEV Viatcheslav R.;DARKWAH Abena;2019
AKMAEV Viatcheslav R.;ZHANG Lixia;2019
AKMAEV Viatcheslav R.;BUSSBERG Valerie;2019
AKMAEV Viatcheslav R.;RODRIGUES Leonardo O.;2019
AKMAEV Viatcheslav R.;CHEN Emily Y.;2019
AKMAEV Viatcheslav R.;DRAGOVICH Tomislav;2019
AKMAEV Viatcheslav R.;HIDALGO Manuel;2019
AKMAEV Viatcheslav R.;NARAIN Niven R.;2019
AKMAEV Viatcheslav R.;MOSER A. James;2019
SARANGARAJAN Rangaprasad;CROWLEY John J.;2019
SARANGARAJAN Rangaprasad;STOLL-D'ASTICE Amy;2019
SARANGARAJAN Rangaprasad;SINGER Tori;2019
SARANGARAJAN Rangaprasad;DECICCO Corinne;2019
SARANGARAJAN Rangaprasad;HORI Wendy;2019
SARANGARAJAN Rangaprasad;DARKWAH Abena;2019
SARANGARAJAN Rangaprasad;ZHANG Lixia;2019
SARANGARAJAN Rangaprasad;BUSSBERG Valerie;2019
SARANGARAJAN Rangaprasad;RODRIGUES Leonardo O.;2019
SARANGARAJAN Rangaprasad;CHEN Emily Y.;2019
SARANGARAJAN Rangaprasad;DRAGOVICH Tomislav;2019
SARANGARAJAN Rangaprasad;HIDALGO Manuel;2019
SARANGARAJAN Rangaprasad;NARAIN Niven R.;2019
SARANGARAJAN Rangaprasad;MOSER A. James;2019
CROWLEY John J.;STOLL-D'ASTICE Amy;2019
CROWLEY John J.;SINGER Tori;2019
CROWLEY John J.;DECICCO Corinne;2019
CROWLEY John J.;HORI Wendy;2019
CROWLEY John J.;DARKWAH Abena;2019
CROWLEY John J.;ZHANG Lixia;2019
CROWLEY John J.;BUSSBERG Valerie;2019
CROWLEY John J.;RODRIGUES Leonardo O.;2019
CROWLEY John J.;CHEN Emily Y.;2019
CROWLEY John J.;DRAGOVICH Tomislav;2019
CROWLEY John J.;HIDALGO Manuel;2019
CROWLEY John J.;NARAIN Niven R.;2019
CROWLEY John J.;MOSER A. James;2019
STOLL-D'ASTICE Amy;SINGER Tori;2019
STOLL-D'ASTICE Amy;DECICCO Corinne;2019
STOLL-D'ASTICE Amy;HORI Wendy;2019
STOLL-D'ASTICE Amy;DARKWAH Abena;2019
STOLL-D'ASTICE Amy;ZHANG Lixia;2019
STOLL-D'ASTICE Amy;BUSSBERG Valerie;2019
STOLL-D'ASTICE Amy;RODRIGUES Leonardo O.;2019
STOLL-D'ASTICE Amy;CHEN Emily Y.;2019
STOLL-D'ASTICE Amy;DRAGOVICH Tomislav;2019
STOLL-D'ASTICE Amy;HIDALGO Manuel;2019
STOLL-D'ASTICE Amy;NARAIN Niven R.;2019
STOLL-D'ASTICE Amy;MOSER A. James;2019
SINGER Tori;DECICCO Corinne;2019
SINGER Tori;HORI Wendy;2019
SINGER Tori;DARKWAH Abena;2019
SINGER Tori;ZHANG Lixia;2019
SINGER Tori;BUSSBERG Valerie;2019
SINGER Tori;RODRIGUES Leonardo O.;2019
SINGER Tori;CHEN Emily Y.;2019
SINGER Tori;DRAGOVICH Tomislav;2019
SINGER Tori;HIDALGO Manuel;2019
SINGER Tori;NARAIN Niven R.;2019
SINGER Tori;MOSER A. James;2019
DECICCO Corinne;HORI Wendy;2019
DECICCO Corinne;DARKWAH Abena;2019
DECICCO Corinne;ZHANG Lixia;2019
DECICCO Corinne;BUSSBERG Valerie;2019
DECICCO Corinne;RODRIGUES Leonardo O.;2019
DECICCO Corinne;CHEN Emily Y.;2019
DECICCO Corinne;DRAGOVICH Tomislav;2019
